Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL5427062,,None,509.57,1,4.15,70,CN1c2ccc(NCc3ccc(/C=C/C(=O)NO)cc3)cc2C(=O)N2CCc3c([nH]c4ccc(O)cc34)C21,IC50,'=',230,nM,6.64,,,UO_0000065,13.03,0.24,2.49,5.49,0,CHEMBL5333189,Inhibition of HDAC2 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5331086,1,Scientific Literature,Eur J Med Chem,2023,None,,INHIBITOR,,0.23
CHEMBL5267343,,None,419.43,0,2.54,61,O=C(CCCCCCNC(=O)C(O)(O)C(F)(F)F)Nc1nc2ccccc2s1,IC50,'=',580000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5249393,Inhibition of recombinant HDAC2 (unknown origin) incubated for 3 hrs by chemiluminescent assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5247600,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 3.0 hr,INHIBITOR,,580
CHEMBL5269393,,None,396.79,0,2.59,64,O=C(CCCCCCNC(=O)C(O)(O)C(F)(F)F)Nc1ccc(Cl)cc1,IC50,'=',4900000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5249393,Inhibition of recombinant HDAC2 (unknown origin) incubated for 3 hrs by chemiluminescent assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5247600,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 3.0 hr,INHIBITOR,,4900
CHEMBL4647028,,None,512.03,1,4.46,15,O=C(/C=C/c1ccc(S(=O)(=O)NCCCN2c3ccccc3CCc3ccc(Cl)cc32)cc1)NO,IC50,,,,,,Not Active,,,,,,0,CHEMBL4604150,Inhibition of recombinant human C-terminal GST-tagged HDAC2 (1 to 488 residues) expressed in baculovirus infected sf21 cells using RHK-K(Ac)-AMC as substrate after 60 mins by fluorimetry assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4602647,1,Scientific Literature,Eur J Med Chem,2020,CHEMBL4106362,,,,
CHEMBL3963102,,None,432.48,0,3.23,BDBM213154,O=C(NO)c1cnc(NC2(c3ccccc3)CCN(C(=O)Nc3ccccc3)CC2)nc1,IC50,'=',34,nM,7.47,,374773,UO_0000065,17.27,0.32,4.24,6.25,0,CHEMBL3888124,HDAC Enzyme Assay: The compounds were diluted in assay buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2047607,,None,458.36,1,6.26,5c,Cc1ccc(-c2nn(-c3ccccc3)cc2/C=C\C(=O)Nc2ccc(Br)cc2)cc1,IC50,'=',5020,nM,5.3,,,UO_0000065,11.56,0.24,-0.96,11.29,0,CHEMBL2051252,Inhibition of HDAC2 in human HeLa cell lysate using KI-104 as substrate after 40 mins by fluorescence analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL2046430,1,Scientific Literature,Bioorg Med Chem,2012,CHEMBL3308376,,,,5.02
CHEMBL2047609,,None,395.46,1,5.2,6a,COc1ccc(-c2nn(-c3ccccc3)cc2/C=C\C(=O)Nc2ccccc2)cc1,IC50,'=',2670,nM,5.57,,,UO_0000065,14.09,0.25,0.37,9.93,0,CHEMBL2051252,Inhibition of HDAC2 in human HeLa cell lysate using KI-104 as substrate after 40 mins by fluorescence analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL2046430,1,Scientific Literature,Bioorg Med Chem,2012,CHEMBL3308376,,,,2.67
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3098604,,None,404.47,0,1.15,29,Cc1cccc(NC(=O)[C@H](CCCCCC(=O)NO)NC(=O)[C@H]2CCC(=O)N2)c1,IC50,'=',27,nM,7.57,,,UO_0000065,18.71,0.36,6.42,5.54,0,CHEMBL3102465,Inhibition of human HDAC2 using RHKK(Ac) as substrate by fluorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3098008,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,,27
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4303643,,None,271.16,0,2.48,UF010,CCCCNNC(=O)c1ccc(Br)cc1,IC50,'=',322,nM,6.49,,,UO_0000065,23.94,0.59,4.01,15.78,0,CHEMBL5116088,Inhibition of recombinant human HDAC2 using fluorescent as substrate measured for 30 mins by fluorescence based microtiter plate assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5113420,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5 hr,INHIBITOR,,322
CHEMBL2431862,,None,273.29,0,1.07,1a,Cn1cccc1C(=O)NCc1ccc(C(=O)NO)cc1,IC50,'=',16000,nM,4.8,,,UO_0000065,17.55,0.33,3.73,5.75,0,CHEMBL2433164,Inhibition of full length C-terminal His6x-tagged recombinant human HDAC2 expressed in baculovirus using Arg-His-Lys-Lys (Ac) as substrate after 1 hr by fluorescence plate reader analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL2429834,1,Scientific Literature,J Med Chem,2013,None,,,,16
CHEMBL4451085,,None,305.42,0,3,6,CCCNNC(=O)CCCCCCC(=O)Nc1ccccc1,IC50,'=',303.7,nM,6.52,,,UO_0000065,21.34,0.4,3.52,9.28,0,CHEMBL5128899,Inhibition of HDAC2 (unknown origin) preincubated for 30 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5126566,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,TIME = 0.5 hr,INHIBITOR,,303.7
CHEMBL5197503,,None,328.4,0,1.7,35b,CCNNC(=O)c1ccc(Cn2nnnc2-c2cccs2)cc1,IC50,'=',41,nM,7.39,,,UO_0000065,22.49,0.44,5.69,8.72,0,CHEMBL5119735,Inhibition of recombinant HDAC2 (unknown origin) using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based microplate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5113527,1,Scientific Literature,J Med Chem,2022,None,TIME = 3.0 hr,INHIBITOR,,0.041
CHEMBL4860333,,None,282.34,0,2.76,SW-100,O=C(NO)c1ccc(CN2CCCc3ccccc32)cc1,IC50,'=',32800,nM,4.48,,,UO_0000065,15.88,0.29,1.72,8.53,0,CHEMBL5119804,Inhibition of HDAC2 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5113527,1,Scientific Literature,J Med Chem,2022,None,,INHIBITOR,,32800
CHEMBL5429808,,None,356.3,0,2.17,9,FC(F)c1nnc(-c2ccc(Cn3nnc(-c4ccccn4)n3)nc2)o1,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL5373322,Inhibition of human recombinant HDAC2 incubated for 15 mins by fluorimetry analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5370608,1,Scientific Literature,J Med Chem,2023,None,TIME = 0.25 hr,,,100
CHEMBL4452620,,None,312.37,0,3.36,51; AES-350,CC(C)(C)c1ccc(C(=O)Nc2ccc(C(=O)NO)cc2)cc1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL4376738,Inhibition of recombinant full length human HDAC2 expressed in baculovirus infected Sf9 cells using FAM-RHKK-Ac as substrate incubated for 17 hrs by electrophoretic mobility shift assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4373747,1,Scientific Literature,ACS Med Chem Lett,2020,CHEMBL3308860,,,,1
CHEMBL307261,,None,284.35,0,2.19,Dihydroartemisinin,C[C@H]1[C@@H](O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,,,,,,Not Determined,,,,,,0,CHEMBL5034858,Inhibition of human recombinant HDAC2 using Tosyl-Gly-ProLys(Ac)-AMC as substrate measured after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5034012,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.0 hr,,,
CHEMBL5415658,,None,492.02,1,5.41,4i,O=C(NCC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)c1ccc2c(ccn2Cc2ccc(C(=O)NO)c(Cl)c2)c1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL5376344,Inhibition of recombinant full-length human HDAC2 using FITC-H3K27(Ac)-NH2 as substrate by electrophoretic mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5375948,1,Scientific Literature,J Med Chem,2023,None,,,,10
CHEMBL3974665,,None,586.59,1,2.55,7,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NCCCNS(N)(=O)=O)c(F)c1,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL3863623,Inhibition of HDAC2 (unknown origin) assessed as inhibition of fluorogenic peptide deacetylation,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3862016,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,,100
CHEMBL1173445,LARGAZOLE,None,622.88,2,5.03,7,CCCCCCCC(=O)SCC/C=C/[C@@H]1CC(=O)NCc2nc(cs2)C2=N[C@@](C)(CS2)C(=O)N[C@@H](C(C)C)C(=O)O1,IC50,'=',1010,nM,6,,,UO_0000065,9.63,0.2,0.97,4.73,0,CHEMBL3627129,Inhibition of recombinant human HDAC2 after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3621100,1,Scientific Literature,J Med Chem,2015,None,,,,1.01
CHEMBL272980,MOCETINOSTAT,2,396.45,0,3.99,MGCD0103,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,IC50,'=',22,nM,7.66,,,UO_0000065,19.32,0.35,3.67,7.24,1,CHEMBL3606695,Inhibition of His-tagged recombinant HDAC2 (1 to 488 residues) (unknown origin) pre-incubated for 3 hrs before substrate addition by homogeneous fluorogenic HDAC assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3603817,1,Scientific Literature,J Med Chem,2015,None,,,,0.022
CHEMBL5092343,,None,517.39,1,4.57,7a,Nc1ccccc1NC(=O)CCCNc1nn2c(=O)c3cc(Br)ccc3nc2c2ccccc12,IC50,,,,,,Not Determined,,,,,,0,CHEMBL5043974,Inhibition of HDAC2 (unknown origin) incubated for 30 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5042505,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5 hr,,,
CHEMBL5094717,,None,559.47,2,5.74,7c,Nc1ccccc1NC(=O)CCCCCCNc1nn2c(=O)c3cc(Br)ccc3nc2c2ccccc12,IC50,,,,,,Not Determined,,,,,,0,CHEMBL5043974,Inhibition of HDAC2 (unknown origin) incubated for 30 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5042505,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5 hr,,,
CHEMBL5085306,,None,460.71,0,3.59,11; MJM-3,CC(C)(C)NC(=O)CC(O)/C=C/CCSSCC/C=C/C(O)CC(=O)NC(C)(C)C,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL5048620,Inhibition of recombinant human full-length HDAC2 incubated for 10 mins by Glo-luminescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5046273,1,Scientific Literature,J Med Chem,2022,None,TIME = 0.1667 hr,,,100
CHEMBL5084847,,None,368.46,0,2.87,11l,CCCNNC(=O)c1ccc(CNC(=O)c2nc3ccccc3s2)cc1,IC50,'=',42.03,nM,7.38,,,UO_0000065,20.02,0.39,4.51,8.87,0,CHEMBL5043886,Inhibition of human recombinant HDAC2 using Boc-Lys(acetyl)-AMC substrate incubated for 2 hrs by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5042504,1,Scientific Literature,J Med Chem,2022,None,TIME = 2.0 hr,INHIBITOR,,42.03
CHEMBL5409244,,None,485.56,0,4.55,(S)-17b,C[C@@H](c1ccc(C(=O)Nc2ccc(F)cc2N)cc1)n1nc(-c2ccc(CN(C)C)cc2)ccc1=O,IC50,'=',90,nM,7.05,,,UO_0000065,14.51,0.27,2.5,7.56,0,CHEMBL5342340,Inhibition of human recombinant HDAC2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5338780,1,Scientific Literature,J Med Chem,2023,None,,INHIBITOR,,90
CHEMBL4466433,,None,264.32,0,1.48,35,CCOC(=O)NCCC(=O)NCCc1ccccc1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL4430645,Inhibition of full length recombinant human HDAC2 expressed in baculovirus expression system using fluorogenic peptide RHKK(Ac) as substrate by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4428107,1,Scientific Literature,Bioorg Med Chem,2016,None,,,,1
CHEMBL5090239,,None,522.53,1,2.9,13f,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N2Cc3cc(F)ccc3OC[C@H]2C2CC2)C1=O,IC50,'>',20000,nM,,,,UO_0000065,,,,,0,CHEMBL5033919,Inhibition of HDAC2 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5032535,1,Scientific Literature,Bioorg Med Chem,2021,None,,,,20000
CHEMBL3944941,,None,348.35,0,3.15,BDBM249364,O=C(NO)c1cnc(NC2(c3cc(F)cc(F)c3)CCCCC2)nc1,IC50,'=',870,nM,6.06,,435065,UO_0000065,17.4,0.33,2.91,6.95,0,CHEMBL3889125,Enzyme Assay: Compounds for testing were diluted in DMSO to 50 fold the final concentration and a ten point three fold dilution series was made. The compounds were diluted in assay buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3920532,,None,350.32,0,1.99,BDBM249365,O=C(NO)c1cnc(NC2(c3cc(F)ccc3F)CCOCC2)nc1,IC50,'=',108,nM,6.97,,435066,UO_0000065,19.89,0.38,4.98,7.23,0,CHEMBL3889125,Enzyme Assay: Compounds for testing were diluted in DMSO to 50 fold the final concentration and a ten point three fold dilution series was made. The compounds were diluted in assay buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5395502,,None,588.71,2,5.32,30,Cc1cnc(Nc2ccc(OCCCCCCC(=O)NO)c(F)c2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,IC50,'=',299.3,nM,6.52,,,UO_0000065,11.08,0.22,1.2,4.22,0,CHEMBL5385193,Inhibition of HDAC2 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5380863,1,Scientific Literature,J Med Chem,2023,None,,INHIBITOR,,299.3
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,'=',120,nM,6.92,,,UO_0000065,26.18,0.5,4.45,8.82,1,CHEMBL4307321,Inhibition of HDAC2 (unknown origin) using Ac-LeuGlyLys(Ac)-AMC as substrate preincubated for 5 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4304789,1,Scientific Literature,ACS Med Chem Lett,2019,None,,,,120
CHEMBL5415394,,None,471.6,1,5.06,4f,Cc1cc(Cn2ccc3cc(C(=O)NCC45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6)ccc32)ccc1C(=O)NO,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL5376344,Inhibition of recombinant full-length human HDAC2 using FITC-H3K27(Ac)-NH2 as substrate by electrophoretic mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5375948,1,Scientific Literature,J Med Chem,2023,None,,,,10
CHEMBL2018302,TUBASTATIN A,None,335.41,0,2.8,tubustatin A,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,'>',30000,nM,,,,UO_0000065,,,,,1,CHEMBL2427283,Inhibition of human recombinant HDAC2 expressed in baculovirus/sf9 cells using RHKKAc as substrate,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL2424579,1,Scientific Literature,J Med Chem,2013,CHEMBL3308860,,,,30000
CHEMBL191091,,None,312.37,0,3.18,1; AR-42,CC(C)C(C(=O)Nc1ccc(C(=O)NO)cc1)c1ccccc1,IC50,'=',44,nM,7.36,,,UO_0000065,23.55,0.44,4.18,9.38,0,CHEMBL4606151,Inhibition of human recombinant HDAC2 pre-incubated for 30 mins before Ac-Leu- Gly-Lys(Ac)-AMC substrate addition and measured after 90 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4602725,1,Scientific Literature,J Med Chem,2020,None,,,,44
CHEMBL3356524,,None,377.51,0,2.27,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3356934,,None,357.52,0,4.76,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3939779,,None,501.37,1,4.54,BDBM213164,O=C(NO)c1cnc(NC2(c3ccccc3)CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)nc1,IC50,'=',177,nM,6.75,,374783,UO_0000065,13.47,0.27,2.21,5.65,0,CHEMBL3888124,HDAC Enzyme Assay: The compounds were diluted in assay buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5417858,,None,396.45,0,4.25,8f; MC2664,Nc1ccccc1NC(=O)c1ccc(NC(=O)Cc2ccc3ccccc3c2)cn1,IC50,'=',227,nM,6.64,,,UO_0000065,16.76,0.3,2.39,6.84,0,CHEMBL5355892,Inhibition of human recombinant HDAC2 using fluorogenic p53 (379-382 residues) (RHKK(Ac)AMC) as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5352478,1,Scientific Literature,Eur J Med Chem,2023,None,,INHIBITOR,,0.227
CHEMBL3922439,,None,441.54,0,3.87,BDBM182751,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc2c(cnn2CCN2CCOCC2)c1,IC50,'=',19,nM,7.72,,330260,UO_0000065,17.49,0.32,3.85,9.04,0,CHEMBL3887306,HDAC Enzyme Assay: Compounds for testing were diluted in DMSO to 50 fold the final concentration and a ten point three fold dilution series was made. The compounds were diluted in assay buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1771487,,None,568.63,1,4.31,A7B4,O=C1CC/C=C/CCC(=O)N(Cc2cccc(/C=N/NC(=O)c3cccc(C(=O)NO)c3)c2)C[C@H](c2ccccc2)O1,IC50,'=',5000,nM,5.3,,,UO_0000065,9.32,0.17,0.99,3.86,0,CHEMBL1772082,Inhibition of full length HDAC2 assessed as 7-amino-4-methylcoumarin release from fluorophore conjugated substrate after 5 mins by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1770095,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,,,5
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,'=',66,nM,7.18,,,UO_0000065,27.17,0.52,4.71,9.16,1,CHEMBL1772082,Inhibition of full length HDAC2 assessed as 7-amino-4-methylcoumarin release from fluorophore conjugated substrate after 5 mins by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1770095,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,,,0.066
CHEMBL4642616,,None,472.03,1,5.32,9,O=C(CCCCCCCC(=O)NCCCN1c2ccccc2CCc2ccc(Cl)cc21)NO,IC50,'=',2740,nM,5.56,,,UO_0000065,11.78,0.23,0.24,6.81,0,CHEMBL4604150,Inhibition of recombinant human C-terminal GST-tagged HDAC2 (1 to 488 residues) expressed in baculovirus infected sf21 cells using RHK-K(Ac)-AMC as substrate after 60 mins by fluorimetry assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4602647,1,Scientific Literature,Eur J Med Chem,2020,CHEMBL4106362,,,,2.74
CHEMBL2177588,,None,474.99,0,4.86,65,CN1C[C@@H](C(=O)Nc2ccc(Cl)cc2)[C@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,IC50,'=',270,nM,6.57,,,UO_0000065,13.83,0.26,1.71,7.51,0,CHEMBL2186139,Inhibition of HDAC2 using p53 (379 to 382 residues) based fluorogenic peptide substrate,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL2177000,1,Scientific Literature,J Med Chem,2012,None,,,,0.27
CHEMBL3974954,,None,449.47,0,3.2,30g,CCOc1ccc(Oc2ccc(C(=O)NO)cc2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1,IC50,'=',2250,nM,5.65,,,UO_0000065,,,,,0,CHEMBL3860992,Inhibition of full length recombinant human C-terminal His-tagged HDAC2 expressed in baculovirus infected Sf9 cells using fluorogenic HDAC substrate after 30 mins by fluorescence analysis,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3860059,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860,,,,2250
CHEMBL2170186,,None,595.79,1,3.69,5,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](C)N(C)C(=O)CCN(CC(C)C)C(=O)CN(CCc2c[nH]c3ccccc23)C1=O,IC50,'=',2000,nM,5.7,,,UO_0000065,9.57,0.18,2.01,4.64,0,CHEMBL2174389,Inhibition of human recombinant HDAC2 using Ac-Lys(Ac)-7-amino-4-methylcoumarin as substrate after 30 mins by trypsin-coupled fluorogenic assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL2169795,1,Scientific Literature,ACS Med Chem Lett,2012,None,,,,2000
CHEMBL3673113,,None,426.48,0,4.14,BDBM160570,CC(=O)c1ccc2[nH]c(C(=O)NCc3ccc(C(=O)Nc4ccccc4N)cc3)cc2c1,IC50,'=',509,nM,6.29,,303711,UO_0000065,14.76,0.27,2.15,5.38,0,CHEMBL3705740,Inhibition Assay: The test was conducted according to the instructions in the HDAC Inhibitor Drug Screening Kit (Biovision/Catalog # 50051,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4215029,,None,486.52,0,4.47,20,COc1cc(C(=O)c2ccc3c(ccn3Cc3ccc(/C=C/C(=O)NO)cc3)c2)cc(OC)c1OC,IC50,'=',5740,nM,5.24,,,UO_0000065,10.77,0.2,0.77,5.29,0,CHEMBL4199450,Inhibition of human HDAC2 using RHKKAc peptide as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4196108,1,Scientific Literature,J Med Chem,2018,None,,,,5740
